"Campaign name",Age,Gender,Day,Reach,Impressions,Frequency,"Amount spent (USD)","Attribution setting","Clicks (all)","CTR (all)","Reporting starts","Reporting ends"
Cubbys,65+,male,2026-07-22,319,408,1.27899687,1.66449256,"7-day click or 1-day view",14,3.43137255,2026-07-22,2026-07-22
Cubbys,45-54,female,2026-07-22,102,155,1.51960784,0.29078484,"7-day click or 1-day view",1,0.64516129,2026-07-22,2026-07-22
Cubbys,45-54,male,2026-07-22,117,162,1.38461538,0.31083897,"7-day click or 1-day view",1,0.61728395,2026-07-22,2026-07-22
"No Name Nutrition",55-64,male,2026-07-22,229,252,1.10043668,1.00076628,"7-day click or 1-day view",9,3.57142857,2026-07-22,2026-07-22
"AM 590 WOW",65+,female,2026-07-22,185,219,1.18378378,2.6,"7-day click or 1-day view",25,11.41552511,2026-07-22,2026-07-22
"No Name Nutrition",35-44,female,2026-07-22,143,151,1.05594406,0.61046743,"7-day click or 1-day view",4,2.64900662,2026-07-22,2026-07-22
"Square Donut",45-54,male,2026-07-22,100,113,1.13,0.5408771,"7-day click or 1-day view",3,2.65486726,2026-07-22,2026-07-22
"Square Donut",25-34,unknown,2026-07-22,5,5,1,0.04006497,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Square Donut",65+,female,2026-07-22,295,319,1.08135593,3.44558744,"7-day click or 1-day view",17,5.32915361,2026-07-22,2026-07-22
"Square Donut",65+,male,2026-07-22,105,112,1.06666667,0.91147807,"7-day click or 1-day view",3,2.67857143,2026-07-22,2026-07-22
"Square Donut",25-34,female,2026-07-22,252,269,1.06746032,1.56253384,"7-day click or 1-day view",9,3.34572491,2026-07-22,2026-07-22
"Square Donut",35-44,male,2026-07-22,147,159,1.08163265,0.90146183,"7-day click or 1-day view",1,0.62893082,2026-07-22,2026-07-22
"Square Donut",35-44,female,2026-07-22,168,183,1.08928571,1.15186789,"7-day click or 1-day view",7,3.82513661,2026-07-22,2026-07-22
"Square Donut",55-64,male,2026-07-22,91,96,1.05494505,0.63102328,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Square Donut",25-34,male,2026-07-22,310,346,1.11612903,2.14347591,"7-day click or 1-day view",14,4.04624277,2026-07-22,2026-07-22
"Square Donut",18-24,female,2026-07-22,327,350,1.07033639,2.023281,"7-day click or 1-day view",11,3.14285714,2026-07-22,2026-07-22
"Square Donut",18-24,male,2026-07-22,348,362,1.04022989,2.2135896,"7-day click or 1-day view",7,1.93370166,2026-07-22,2026-07-22
"Square Donut",45-54,female,2026-07-22,170,180,1.05882353,1.09177044,"7-day click or 1-day view",5,2.77777778,2026-07-22,2026-07-22
"Square Donut",55-64,female,2026-07-22,202,214,1.05940594,1.73280996,"7-day click or 1-day view",14,6.54205607,2026-07-22,2026-07-22
"Square Donut",18-24,unknown,2026-07-22,15,16,1.06666667,0.06009746,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Square Donut",45-54,unknown,2026-07-22,3,3,1,0.01001624,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Cubby's Bennington",55-64,unknown,2026-07-22,3,4,1.33333333,0.02,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Cubby's Bennington",65+,male,2026-07-22,460,580,1.26086957,6.85,"7-day click or 1-day view",23,3.96551724,2026-07-22,2026-07-22
"Cubby's Bennington",45-54,female,2026-07-22,102,108,1.05882353,0.88,"7-day click or 1-day view",1,0.92592593,2026-07-22,2026-07-22
"Cubby's Bennington",65+,female,2026-07-22,401,510,1.27182045,7.66,"7-day click or 1-day view",26,5.09803922,2026-07-22,2026-07-22
"Cubby's Bennington",55-64,male,2026-07-22,233,291,1.24892704,2.78,"7-day click or 1-day view",5,1.71821306,2026-07-22,2026-07-22
"Cubby's Bennington",35-44,male,2026-07-22,122,137,1.12295082,0.75,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Cubby's Bennington",45-54,male,2026-07-22,186,210,1.12903226,1.56,"7-day click or 1-day view",4,1.9047619,2026-07-22,2026-07-22
"Cubby's Bennington",25-34,male,2026-07-22,107,129,1.20560748,0.92,"7-day click or 1-day view",2,1.5503876,2026-07-22,2026-07-22
"Cubby's Bennington",35-44,female,2026-07-22,66,71,1.07575758,0.52,"7-day click or 1-day view",5,7.04225352,2026-07-22,2026-07-22
"Cubby's Bennington",25-34,female,2026-07-22,43,48,1.11627907,0.33,"7-day click or 1-day view",2,4.16666667,2026-07-22,2026-07-22
"Cubby's Bennington",55-64,female,2026-07-22,173,200,1.15606936,2.39,"7-day click or 1-day view",9,4.5,2026-07-22,2026-07-22
"Cubby's Bennington",18-24,male,2026-07-22,33,42,1.27272727,0.23,"7-day click or 1-day view",2,4.76190476,2026-07-22,2026-07-22
"Square Donut",55-64,unknown,2026-07-22,5,6,1.2,0.02003249,"7-day click or 1-day view",1,16.66666667,2026-07-22,2026-07-22
"Square Donut",35-44,unknown,2026-07-22,6,6,1,0.02003249,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Cubby's Bennington",65+,unknown,2026-07-22,6,6,1,0.06,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Great Plains State Bank",18-24,male,2026-07-22,29,73,2.51724138,0.82,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"AM 590 WOW",65+,unknown,2026-07-22,2,2,1,0.04,"7-day click or 1-day view",1,50,2026-07-22,2026-07-22
"AM 590 WOW",35-44,female,2026-07-22,16,20,1.25,0.19,"7-day click or 1-day view",1,5,2026-07-22,2026-07-22
"AM 590 WOW",25-34,male,2026-07-22,62,73,1.17741935,0.52,"7-day click or 1-day view",4,5.47945205,2026-07-22,2026-07-22
"AM 590 WOW",35-44,male,2026-07-22,233,257,1.10300429,2.08,"7-day click or 1-day view",20,7.78210117,2026-07-22,2026-07-22
"AM 590 WOW",55-64,male,2026-07-22,484,587,1.21280992,5.82,"7-day click or 1-day view",48,8.17717206,2026-07-22,2026-07-22
"AM 590 WOW",65+,male,2026-07-22,531,661,1.24482109,7.06,"7-day click or 1-day view",62,9.37972769,2026-07-22,2026-07-22
"AM 590 WOW",55-64,female,2026-07-22,94,105,1.11702128,1.12,"7-day click or 1-day view",11,10.47619048,2026-07-22,2026-07-22
"AM 590 WOW",45-54,male,2026-07-22,355,411,1.15774648,3.45,"7-day click or 1-day view",36,8.75912409,2026-07-22,2026-07-22
"AM 590 WOW",45-54,female,2026-07-22,36,40,1.11111111,0.34,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"AM 590 WOW",25-34,female,2026-07-22,6,6,1,0.03,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"AM 590 WOW",55-64,unknown,2026-07-22,2,2,1,0.02,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"AM 590 WOW",45-54,unknown,2026-07-22,1,1,1,0.03,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Great Plains State Bank",65+,female,2026-07-22,71,394,5.54929577,3.79,"7-day click or 1-day view",4,1.01522843,2026-07-22,2026-07-22
"Great Plains State Bank",35-44,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Great Plains State Bank",25-34,male,2026-07-22,59,146,2.47457627,1.06,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Great Plains State Bank",65+,male,2026-07-22,55,121,2.2,4.13,"7-day click or 1-day view",5,4.1322314,2026-07-22,2026-07-22
"Great Plains State Bank",45-54,male,2026-07-22,33,66,2,0.44,"7-day click or 1-day view",1,1.51515152,2026-07-22,2026-07-22
"Great Plains State Bank",25-34,female,2026-07-22,44,109,2.47727273,0.84,"7-day click or 1-day view",1,0.91743119,2026-07-22,2026-07-22
"Great Plains State Bank",55-64,female,2026-07-22,39,92,2.35897436,1.24,"7-day click or 1-day view",2,2.17391304,2026-07-22,2026-07-22
"Great Plains State Bank",45-54,female,2026-07-22,36,61,1.69444444,0.58,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Great Plains State Bank",55-64,male,2026-07-22,34,84,2.47058824,0.77,"7-day click or 1-day view",1,1.19047619,2026-07-22,2026-07-22
"Great Plains State Bank",35-44,male,2026-07-22,46,115,2.5,1.14,"7-day click or 1-day view",2,1.73913043,2026-07-22,2026-07-22
"Great Plains State Bank",18-24,female,2026-07-22,17,34,2,0.26,"7-day click or 1-day view",2,5.88235294,2026-07-22,2026-07-22
"Great Plains State Bank",35-44,female,2026-07-22,34,78,2.29411765,0.77,"7-day click or 1-day view",2,2.56410256,2026-07-22,2026-07-22
"Great Plains State Bank",55-64,unknown,2026-07-22,2,3,1.5,0.05,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Great Plains State Bank",65+,unknown,2026-07-22,2,3,1.5,0.07,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Cubby's Bennington",18-24,female,2026-07-22,14,17,1.21428571,0.12,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",65+,female,2026-07-22,543,640,1.1786372,4.58350958,"7-day click or 1-day view",42,6.5625,2026-07-22,2026-07-22
"Cubby's Bennington",45-54,unknown,2026-07-22,2,2,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s N 30th",25-34,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s N 30th",45-54,female,2026-07-22,120,129,1.075,0.72047714,"7-day click or 1-day view",9,6.97674419,2026-07-22,2026-07-22
"Godfather’s N 30th",45-54,male,2026-07-22,229,246,1.07423581,1.6010603,"7-day click or 1-day view",12,4.87804878,2026-07-22,2026-07-22
"Godfather’s N 30th",35-44,male,2026-07-22,106,109,1.02830189,0.47031146,"7-day click or 1-day view",6,5.50458716,2026-07-22,2026-07-22
"Godfather’s N 30th",35-44,female,2026-07-22,42,44,1.04761905,0.27017893,"7-day click or 1-day view",4,9.09090909,2026-07-22,2026-07-22
"Godfather’s N 30th",55-64,male,2026-07-22,396,478,1.20707071,3.18210736,"7-day click or 1-day view",28,5.85774059,2026-07-22,2026-07-22
"Godfather’s N 30th",55-64,female,2026-07-22,236,262,1.11016949,2.02133863,"7-day click or 1-day view",23,8.77862595,2026-07-22,2026-07-22
"Godfather’s N 30th",65+,male,2026-07-22,387,439,1.13436693,3.05202121,"7-day click or 1-day view",19,4.32801822,2026-07-22,2026-07-22
"Godfather’s N 30th",65+,female,2026-07-22,330,372,1.12727273,3.13207422,"7-day click or 1-day view",42,11.29032258,2026-07-22,2026-07-22
"Godfather’s N 30th",25-34,male,2026-07-22,59,62,1.05084746,0.32021206,"7-day click or 1-day view",3,4.83870968,2026-07-22,2026-07-22
"Godfather’s N 30th",25-34,female,2026-07-22,30,30,1,0.13008615,"7-day click or 1-day view",1,3.33333333,2026-07-22,2026-07-22
"Godfather’s N 30th",55-64,unknown,2026-07-22,4,4,1,0.02001325,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Mangelsens 2026",25-34,unknown,2026-07-22,6,8,1.33333333,0.07,"7-day click or 1-day view",1,12.5,2026-07-22,2026-07-22
"Godfather’s N 30th",18-24,female,2026-07-22,4,5,1.25,0.02001325,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Mangelsens 2026",25-34,male,2026-07-22,371,449,1.21024259,3.74,"7-day click or 1-day view",14,3.11804009,2026-07-22,2026-07-22
"Mangelsens 2026",35-44,male,2026-07-22,320,411,1.284375,3.52,"7-day click or 1-day view",8,1.94647202,2026-07-22,2026-07-22
"Mangelsens 2026",35-44,female,2026-07-22,169,186,1.10059172,1.53,"7-day click or 1-day view",2,1.07526882,2026-07-22,2026-07-22
"Mangelsens 2026",25-34,female,2026-07-22,254,271,1.06692913,2.39,"7-day click or 1-day view",6,2.21402214,2026-07-22,2026-07-22
"Mangelsens 2026",18-24,female,2026-07-22,64,67,1.046875,0.54,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Mangelsens 2026",18-24,male,2026-07-22,36,38,1.05555556,0.39,"7-day click or 1-day view",2,5.26315789,2026-07-22,2026-07-22
"Mangelsens 2026",35-44,unknown,2026-07-22,3,5,1.66666667,0.05,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",25-34,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",35-44,unknown,2026-07-22,1,1,1,0.01000766,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",55-64,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",18-24,female,2026-07-22,5,5,1,0.04003065,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",35-44,male,2026-07-22,87,96,1.10344828,0.2702069,"7-day click or 1-day view",4,4.16666667,2026-07-22,2026-07-22
"Godfather’s N 30th",65+,unknown,2026-07-22,5,10,2,0.06003976,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s N 30th",18-24,male,2026-07-22,14,18,1.28571429,0.08005302,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s N 30th",18-24,unknown,2026-07-22,1,1,1,0.01000663,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Three River Health Department - Cancer",45-54,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s N 30th",35-44,unknown,2026-07-22,1,1,1,0.01000663,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Three River Health Department - Cancer",65+,unknown,2026-07-22,3,3,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Three River Health Department - Cancer",55-64,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Three River Health Department - Cancer",45-54,female,2026-07-22,195,263,1.34871795,3.15,"7-day click or 1-day view",9,3.42205323,2026-07-22,2026-07-22
"Three River Health Department - Cancer",65+,female,2026-07-22,209,278,1.33014354,5,"7-day click or 1-day view",12,4.31654676,2026-07-22,2026-07-22
"Three River Health Department - Cancer",35-44,male,2026-07-22,128,199,1.5546875,2.2,"7-day click or 1-day view",6,3.01507538,2026-07-22,2026-07-22
"Three River Health Department - Cancer",65+,male,2026-07-22,62,83,1.33870968,0.63,"7-day click or 1-day view",2,2.40963855,2026-07-22,2026-07-22
"Three River Health Department - Cancer",55-64,male,2026-07-22,64,81,1.265625,0.98,"7-day click or 1-day view",3,3.7037037,2026-07-22,2026-07-22
"Three River Health Department - Cancer",35-44,female,2026-07-22,225,318,1.41333333,3.13,"7-day click or 1-day view",3,0.94339623,2026-07-22,2026-07-22
"Three River Health Department - Cancer",45-54,male,2026-07-22,105,141,1.34285714,1.73,"7-day click or 1-day view",5,3.54609929,2026-07-22,2026-07-22
"Three River Health Department - Cancer",55-64,female,2026-07-22,158,199,1.25949367,2.86,"7-day click or 1-day view",12,6.03015075,2026-07-22,2026-07-22
"Three River Health Department - Cancer",35-44,unknown,2026-07-22,1,1,1,0.02,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Cubby's Bennington",35-44,unknown,2026-07-22,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",45-54,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",25-34,male,2026-07-22,588,623,1.05952381,3.6,"7-day click or 1-day view",10,1.60513644,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",18-24,female,2026-07-22,198,217,1.0959596,1.14,"7-day click or 1-day view",8,3.68663594,2026-07-22,2026-07-22
"Godfather’s N 30th",45-54,unknown,2026-07-22,2,2,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",35-44,unknown,2026-07-22,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",25-34,unknown,2026-07-22,8,9,1.125,0.06,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",45-54,female,2026-07-22,126,143,1.13492063,1.02,"7-day click or 1-day view",8,5.59440559,2026-07-22,2026-07-22
"Cubby's Bennington",18-24,unknown,2026-07-22,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",35-44,male,2026-07-22,268,293,1.09328358,1.91,"7-day click or 1-day view",8,2.73037543,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",18-24,male,2026-07-22,675,750,1.11111111,4.11,"7-day click or 1-day view",9,1.2,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",25-34,female,2026-07-22,186,204,1.09677419,1.26,"7-day click or 1-day view",6,2.94117647,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",18-24,unknown,2026-07-22,16,16,1,0.14,"7-day click or 1-day view",2,12.5,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",35-44,female,2026-07-22,109,124,1.13761468,0.84,"7-day click or 1-day view",5,4.03225806,2026-07-22,2026-07-22
"Godfather’s Pizza - Saddle Creek",45-54,male,2026-07-22,212,247,1.16509434,1.54,"7-day click or 1-day view",9,3.6437247,2026-07-22,2026-07-22
"Today's Dental - 2026",25-34,male,2026-07-21,207,253,1.22222222,1.71,"7-day click or 1-day view",3,1.18577075,2026-07-21,2026-07-21
"Today's Dental - 2026",55-64,unknown,2026-07-21,3,3,1,0.01,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Today's Dental - 2026",25-34,female,2026-07-21,204,260,1.2745098,2.45,"7-day click or 1-day view",5,1.92307692,2026-07-21,2026-07-21
"Today's Dental - 2026",55-64,male,2026-07-21,310,448,1.44516129,3.63,"7-day click or 1-day view",3,0.66964286,2026-07-21,2026-07-21
"Today's Dental - 2026",65+,male,2026-07-21,386,571,1.47927461,6.52,"7-day click or 1-day view",9,1.57618214,2026-07-21,2026-07-21
"Today's Dental - 2026",55-64,female,2026-07-21,440,556,1.26363636,6.65,"7-day click or 1-day view",17,3.05755396,2026-07-21,2026-07-21
"Today's Dental - 2026",35-44,male,2026-07-21,277,327,1.18050542,2.21,"7-day click or 1-day view",5,1.52905199,2026-07-21,2026-07-21
"Today's Dental - 2026",45-54,unknown,2026-07-21,6,6,1,0.01,"7-day click or 1-day view",1,16.66666667,2026-07-21,2026-07-21
"Today's Dental - 2026",65+,female,2026-07-21,552,748,1.35507246,10.89,"7-day click or 1-day view",31,4.14438503,2026-07-21,2026-07-21
"Today's Dental - 2026",35-44,female,2026-07-21,243,277,1.1399177,2.15,"7-day click or 1-day view",4,1.44404332,2026-07-21,2026-07-21
"Today's Dental - 2026",18-24,male,2026-07-21,90,129,1.43333333,0.87,"7-day click or 1-day view",2,1.5503876,2026-07-21,2026-07-21
"Today's Dental - 2026",35-44,unknown,2026-07-21,8,9,1.125,0.05,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",35-44,female,2026-07-21,17,17,1,0.2,"7-day click or 1-day view",1,5.88235294,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",18-24,unknown,2026-07-21,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",65+,unknown,2026-07-21,2,2,1,0.06,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",25-34,female,2026-07-21,11,11,1,0.1,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",65+,male,2026-07-21,122,135,1.10655738,1.92,"7-day click or 1-day view",4,2.96296296,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",65+,female,2026-07-21,269,293,1.08921933,5.03,"7-day click or 1-day view",26,8.87372014,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",18-24,female,2026-07-21,10,10,1,0.08,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Today's Dental - 2026",45-54,male,2026-07-21,290,343,1.18275862,2.3,"7-day click or 1-day view",2,0.58309038,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",45-54,male,2026-07-21,15,17,1.13333333,0.1,"7-day click or 1-day view",1,5.88235294,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",45-54,female,2026-07-21,22,23,1.04545455,0.23,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",55-64,male,2026-07-21,31,36,1.16129032,0.26,"7-day click or 1-day view",1,2.77777778,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",35-44,male,2026-07-21,13,14,1.07692308,0.07,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",25-34,male,2026-07-21,37,40,1.08108108,0.45,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",18-24,male,2026-07-21,76,79,1.03947368,0.48,"7-day click or 1-day view",1,1.26582278,2026-07-21,2026-07-21
"Catholic Cemeteries 2026",55-64,female,2026-07-21,51,53,1.03921569,0.58,"7-day click or 1-day view",2,3.77358491,2026-07-21,2026-07-21
"No Name Nutrition",55-64,female,2026-07-21,548,616,1.12408759,3.35,"7-day click or 1-day view",43,6.98051948,2026-07-21,2026-07-21
"Today's Dental - 2026",18-24,female,2026-07-21,107,138,1.28971963,0.91,"7-day click or 1-day view",1,0.72463768,2026-07-21,2026-07-21
"Controlled Comfort",35-44,female,2026-07-21,295,320,1.08474576,1.56951303,"7-day click or 1-day view",2,0.625,2026-07-21,2026-07-21
"Jill of all Trades",18-24,unknown,2026-07-21,4,4,1,0.01998964,"7-day click or 1-day view",0,0,2026-07-21,2026-07-21
"No Name Nutrition",18-24,female,2026-07-21,6,7,1.16666667,0.03,"7-day click or 1-day view",1,14.28571429,2026-07-21,2026-07-21
"No Name Nutrition",35-44,female,2026-07-21,179,195,1.08938547,0.84,"7-day click or 1-day view",9,4.61538462,2026-07-21,2026-07-21
"No Name Nutrition",35-44,male,2026-07-21,128,136,1.0625,0.45,"7-day click or 1-day view",4,2.94117647,2026-07-21,2026-07-21
"No Name Nutrition",18-24,male,2026-07-21,2,2,1,0.03,"7-day click or 1-day view",1,50,2026-07-21,2026-07-21
